,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene_name
ENSG00000250151,0.207107463,5.125280724,1.532172042,0.128679249,0.321271002,-5.500009843,ARPC4-TTLL3
ENSG00000101842,-0.518027623,1.874707444,-1.532144841,0.128685956,0.321271002,-4.920247167,VSIG1
ENSG00000112245,0.225639954,4.925662112,1.531912576,0.128743238,0.321362451,-5.481878004,PTP4A1
ENSG00000175893,-0.328581364,3.408077747,-1.531777167,0.128776642,0.321394278,-5.228103644,ZDHHC21
ENSG00000116661,0.454138478,0.125981045,1.531564481,0.128829123,0.321438002,-4.690445375,FBXO2
ENSG00000160325,-0.337796855,1.990903814,-1.531403905,0.128868758,0.321438002,-4.930457293,CACFD1
ENSG00000092098,-0.170432484,5.558210262,-1.531384233,0.128873614,0.321438002,-5.530847858,RNF31
ENSG00000103429,0.115048642,5.373063404,1.53135435,0.128876788,0.321438002,-5.522864996,BFAR
ENSG00000175224,-0.090986736,6.737985558,-1.531152558,0.128926613,0.32151074,-5.553678245,ATG13
ENSG00000177932,-0.179789423,1.631530413,-1.530932132,0.128981056,0.32159497,-4.88655767,ZNF354C
ENSG00000132005,-0.257355061,3.770919495,-1.530653048,0.129054216,0.321621156,-5.291692937,RFX1
ENSG00000173852,-0.215052873,5.397593135,-1.530619561,0.129062492,0.321621156,-5.530604246,DPY19L1
ENSG00000168765,-0.510044439,1.93421529,-1.530609605,0.129064953,0.321621156,-4.91512056,GSTM4
ENSG00000197062,-0.273664258,2.917725642,-1.530456983,0.129102678,0.321621156,-5.161536881,ZSCAN26
ENSG00000241186,0.337171682,2.357743462,1.530384662,0.129120558,0.321621156,-5.028127438,TDGF1
ENSG00000157985,-0.569232774,0.846457772,-1.53035589,0.129127671,0.321621156,-4.719206357,AGAP1
ENSG00000145391,0.177722081,3.917220701,1.530321248,0.129136237,0.321621156,-5.329914923,SETD7
ENSG00000055130,-0.14808057,4.423384707,-1.529747971,0.129275654,0.321916858,-5.414654074,CUL1
ENSG00000266967,-0.203111092,3.628061057,-1.529613374,0.129311359,0.321954249,-5.263105826,AARSD1
ENSG00000273154,0.528850465,0.51298755,1.529256543,0.129399707,0.322118247,-4.720570654,AL121845.3
ENSG00000110841,-0.228802543,2.206875212,-1.529163623,0.129419121,0.322118247,-4.997769724,PPFIBP1
ENSG00000179588,-0.394336191,1.975953232,-1.529096577,0.129439329,0.322118247,-4.903411889,ZFPM1
ENSG00000188033,-0.166135465,4.114099186,-1.528869697,0.129494749,0.322204636,-5.356752921,ZNF490
ENSG00000198918,0.306677907,8.978302181,1.528784438,0.129516669,0.322207656,-5.452910493,RPL39
ENSG00000176920,-0.273628981,1.268560374,-1.528297986,0.12963307,0.322427021,-4.817055984,FUT2
ENSG00000175505,-0.347532535,1.175167224,-1.528261643,0.129646287,0.322427021,-4.802971354,CLCF1
ENSG00000159461,-0.203041844,6.141639611,-1.527904452,0.129734905,0.322562451,-5.560696323,AMFR
ENSG00000125611,0.207685523,3.903419904,1.527861502,0.129745564,0.322562451,-5.346699249,CHCHD5
ENSG00000280537,-0.322260782,0.414571846,-1.527774601,0.129762929,0.322562451,-4.674701155,AC068946.1
ENSG00000198954,-0.238423873,3.905361928,-1.527679988,0.129790618,0.322579748,-5.347830596,KIFBP
ENSG00000269713,-0.207517259,6.655859255,-1.527518827,0.12983063,0.322627665,-5.56007976,NBPF9
ENSG00000008382,-0.364152422,3.427398995,-1.527320423,0.129879903,0.322660588,-5.253765521,MPND
ENSG00000001629,0.147003088,6.015043112,1.527283151,0.129889161,0.322660588,-5.562033618,ANKIB1
ENSG00000167244,-0.575403289,-1.329335917,-1.527215023,0.129906085,0.322660588,-4.491805518,IGF2
ENSG00000205038,-0.458398269,1.322064839,-1.526592388,0.130060833,0.322906839,-4.856486561,PKHD1L1
ENSG00000120784,-0.309408725,2.678373421,-1.526549811,0.13007142,0.322906839,-5.109723331,ZFP30
ENSG00000274386,0.295674218,2.619605815,1.526376001,0.130114647,0.322906839,-5.072972759,TMEM269
ENSG00000149231,0.186046524,4.739377932,1.526280338,0.130138444,0.322906839,-5.466896613,CCDC82
ENSG00000197746,-0.198351736,9.400901242,-1.526249279,0.130146171,0.322906839,-5.447275521,PSAP
ENSG00000187260,-0.452334848,1.286106417,-1.526203913,0.130157457,0.322906839,-4.849599479,WDR86
ENSG00000120709,0.196188803,6.717093687,1.526161225,0.130168078,0.322906839,-5.560675861,FAM53C
ENSG00000214194,-0.354194735,3.203690019,-1.526116617,0.130179178,0.322906839,-5.200386926,SMIM30
ENSG00000021300,-0.353108454,2.108188714,-1.526065143,0.130191987,0.322906839,-4.999821982,PLEKHB1
ENSG00000175467,0.186808279,4.302896978,1.5259179,0.130228633,0.322946255,-5.391345686,SART1
ENSG00000077235,-0.165563397,4.327272266,-1.5254715,0.130339782,0.323170387,-5.41085946,GTF3C1
ENSG00000141194,0.16464969,1.294554757,1.52522678,0.130396545,0.32325962,-4.849774838,OR4D1
ENSG00000182247,-0.302313537,3.660904674,-1.52504636,0.130445707,0.32332663,-5.283007301,UBE2E2
ENSG00000275302,-0.375128987,3.314601058,-1.52496843,0.130465131,0.32332663,-5.184895487,CCL4
ENSG00000145757,-0.588604683,0.764093359,-1.524478882,0.130587203,0.323577621,-4.772031515,SPATA9
ENSG00000161179,-0.276931936,2.860360271,-1.524028972,0.130699469,0.323804241,-5.149056181,YDJC
ENSG00000168389,-0.416654258,1.477769308,-1.523800982,0.130756389,0.323893691,-4.879939076,MFSD2A
ENSG00000109943,-0.438470763,1.337618111,-1.523493207,0.130833258,0.324008817,-4.827501241,CRTAM
ENSG00000154027,-0.340858919,3.73720624,-1.523448172,0.130844509,0.324008817,-5.31062715,AK5
ENSG00000140836,-0.167813751,3.064325488,-1.523174082,0.130908799,0.324116439,-5.166264216,ZFHX3
ENSG00000163975,0.610916694,-0.545981147,1.522892114,0.13098349,0.324249775,-4.617619688,MELTF
ENSG00000112739,0.146163943,5.486734642,1.522400032,0.131106577,0.324502854,-5.549047292,PRPF4B
ENSG00000283199,-0.42140134,2.00249073,-1.522064605,0.131190531,0.324624193,-4.94666595,C13orf46
ENSG00000122507,-0.171822134,4.312987943,-1.522037474,0.131197323,0.324624193,-5.400767298,BBS9
ENSG00000171943,-0.185863321,3.632690089,-1.521528587,0.131324779,0.3248879,-5.302118393,SRGAP2C
ENSG00000125037,-0.18633015,6.994939221,-1.521432753,0.131348793,0.324895654,-5.560763364,EMC3
ENSG00000059145,-0.195311464,6.322973969,-1.52111079,0.131429493,0.325008114,-5.572977283,UNKL
ENSG00000103932,-0.289694889,3.002229769,-1.521057255,0.131442916,0.325008114,-5.162753806,RPAP1
ENSG00000099250,0.151024377,3.226163146,1.520984668,0.131456916,0.325008114,-5.229934578,NRP1
ENSG00000179988,0.16316112,3.032029707,1.520845742,0.131491757,0.325042609,-5.171927205,PSTK
ENSG00000230873,-0.249787928,2.113279882,-1.520199932,0.131655905,0.325396686,-4.967051855,STMND1
ENSG00000286070,0.781403282,1.113063752,1.51909317,0.131936103,0.32603743,-4.842648133,GGT1
ENSG00000142089,-0.416735848,8.503767846,-1.518838325,0.132000202,0.326144036,-5.501146636,IFITM3
ENSG00000134313,0.123259651,7.077863252,1.51869049,0.132033799,0.326175257,-5.562490419,KIDINS220
ENSG00000126432,0.210594446,5.95332299,1.518448498,0.132098299,0.326282798,-5.570210236,PRDX5
ENSG00000135823,0.13256878,5.26497783,1.51809985,0.132183886,0.326424399,-5.536418144,STX6
ENSG00000131379,0.54667118,0.348566907,1.518054193,0.132197581,0.326424399,-4.691622656,C3orf20
ENSG00000136925,-0.232489029,3.461504519,-1.517765691,0.13227026,0.326552042,-5.248709132,TSTD2
ENSG00000156298,-0.46164848,5.408730164,-1.517659467,0.132297028,0.326566316,-5.542659419,TSPAN7
ENSG00000123349,0.205390418,7.368877687,1.517272626,0.132394546,0.326755199,-5.553090027,PFDN5
ENSG00000007402,-0.441178047,-0.339913562,-1.51677832,0.132519236,0.327011074,-4.617623771,CACNA2D2
ENSG00000107789,-0.284787397,3.066609837,-1.516571974,0.132571315,0.327087717,-5.216995428,MINPP1
ENSG00000205238,-0.304613075,3.742955333,-1.516189167,0.132667972,0.327274305,-5.305414296,SPDYE2
ENSG00000164106,0.292545358,3.606247471,1.51582536,0.132759884,0.327449128,-5.30876099,SCRG1
ENSG00000063169,0.193080625,3.86833641,1.515593778,0.132818416,0.327541581,-5.357022935,BICRA
ENSG00000188582,-0.587871804,-0.875857027,-1.515397032,0.13286816,0.327612333,-4.580933765,PAQR9
ENSG00000090905,0.167150553,6.092222427,1.514914769,0.132990153,0.327817489,-5.581569516,TNRC6A
ENSG00000149823,-0.142736088,5.506133551,-1.514855541,0.133005142,0.327817489,-5.556418727,VPS51
ENSG00000116194,-0.291986736,4.135549049,-1.514818311,0.133014564,0.327817489,-5.377071529,ANGPTL1
ENSG00000102001,0.50184362,0.381594621,1.514714753,0.133040775,0.327830166,-4.732071342,CACNA1F
ENSG00000133104,-0.16192112,5.386057775,-1.514044349,0.133210557,0.328152815,-5.553048807,SPART
ENSG00000117594,-0.688192619,-1.901211819,-1.514031199,0.133213889,0.328152815,-4.468748657,HSD11B1
ENSG00000084636,0.625775875,-1.340236173,1.513652635,0.133309839,0.328337197,-4.554966596,COL16A1
ENSG00000160299,-0.22776843,4.071496391,-1.513142133,0.133439316,0.328604082,-5.380878537,PCNT
ENSG00000157045,-0.181916217,5.053805149,-1.512945518,0.133489209,0.328674933,-5.519414261,NTAN1
ENSG00000135914,0.219370351,2.399687653,1.512645471,0.133563181,0.328805041,-5.081586371,HTR2B
ENSG00000150459,0.113995034,6.01740186,1.512422066,0.133617913,0.328887748,-5.583311555,SAP18
ENSG00000173540,-0.169325293,2.464975652,-1.51228605,0.133652464,0.328913155,-5.061668749,GMPPB
ENSG00000144909,0.132637998,5.393438292,1.512225065,0.133670509,0.328913155,-5.555545929,OSBPL11
ENSG00000126773,0.131510712,5.589235493,1.511904514,0.133752291,0.329062356,-5.570623429,PCNX4
ENSG00000006534,0.214323268,4.964968712,1.511592341,0.133832989,0.32920756,-5.507698791,ALDH3B1
ENSG00000159128,0.184772557,8.171741616,1.511511206,0.133853623,0.32920756,-5.528180476,IFNGR2
ENSG00000141504,-0.258845228,3.679142561,-1.511223699,0.133926764,0.329315539,-5.295427705,SAT2
ENSG00000110060,0.19728378,2.890691379,1.510900838,0.134006346,0.329315539,-5.164184564,PUS3
ENSG00000137404,-0.136598327,4.495351288,-1.510845307,0.134019027,0.329315539,-5.453265644,NRM
ENSG00000143575,0.161427481,4.563633497,1.510817777,0.134030082,0.329315539,-5.463725849,HAX1
ENSG00000085644,-0.157548139,2.794976836,-1.510771904,0.134037564,0.329315539,-5.13576443,ZNF213
ENSG00000284981,-0.372183501,3.960120367,-1.510784189,0.134038634,0.329315539,-5.374805635,UPK3BL2
ENSG00000160194,-0.162376006,3.890624879,-1.51067979,0.134063283,0.329315539,-5.359584254,NDUFV3
ENSG00000152492,-0.334892025,3.472875533,-1.510633138,0.134077098,0.329315539,-5.268092336,CCDC50
ENSG00000185917,-0.157072054,4.113870421,-1.510582156,0.134087993,0.329315539,-5.385885649,SETD4
ENSG00000189090,0.807662461,-2.641490854,1.510427529,0.13412947,0.329365422,-4.46462067,FAM25G
ENSG00000009335,0.113160474,5.881466655,1.510158472,0.134193829,0.32947147,-5.584462167,UBE3C
ENSG00000171475,-0.150761545,5.22991373,-1.510045415,0.134226842,0.329500535,-5.539725181,WIPF2
ENSG00000205045,0.173537476,5.963155683,1.509546467,0.13435407,0.329597433,-5.586946849,SLFN12L
ENSG00000277865,0.717469957,-1.392986241,1.509537084,0.134356464,0.329597433,-4.532752723,GOLGA6L22
ENSG00000143344,0.388015241,0.671850006,1.50952689,0.134359064,0.329597433,-4.770537347,RGL1
ENSG00000103876,-0.269569878,3.281376281,-1.509490878,0.134368251,0.329597433,-5.247703031,FAH
ENSG00000196263,0.113982039,3.806019769,1.509391132,0.134389502,0.329597433,-5.353226839,ZNF471
ENSG00000154328,-0.32967732,2.160862632,-1.5093923,0.134393401,0.329597433,-5.012643514,NEIL2
ENSG00000092439,0.147989788,5.815860651,1.509265601,0.134425731,0.329624771,-5.583690129,TRPM7
ENSG00000143469,0.364824315,1.021900606,1.50917221,0.134449565,0.329631272,-4.792355309,SYT14
ENSG00000136444,-0.199290222,3.821740195,-1.508802384,0.134543982,0.329810791,-5.342812023,RSAD1
ENSG00000166535,0.171319104,2.975236691,1.508397548,0.134643199,0.329999849,-5.188233312,A2ML1
ENSG00000132681,0.370078246,-0.243875084,1.50832038,0.134663521,0.329999849,-4.656903666,ATP1A4
ENSG00000197472,-0.442421417,1.962145203,-1.50782024,0.134794976,0.330269977,-4.992730037,ZNF695
ENSG00000089327,-0.14549707,7.188971445,-1.507475053,0.134883278,0.330297235,-5.578108746,FXYD5
ENSG00000073921,0.180470681,10.91841556,1.507432813,0.134894087,0.330297235,-5.389618338,PICALM
ENSG00000123384,-0.237430288,4.580714123,-1.50735781,0.13491328,0.330297235,-5.465522173,LRP1
ENSG00000020426,-0.283175085,3.512809438,-1.507294192,0.134929562,0.330297235,-5.283779202,MNAT1
ENSG00000125445,-0.184151772,4.59563707,-1.507256709,0.134939156,0.330297235,-5.460112985,MRPS7
ENSG00000242485,-0.123537677,5.268244108,-1.507181367,0.134954397,0.330297235,-5.549874174,MRPL20
ENSG00000253305,-0.222951598,0.245001079,-1.507179658,0.134954683,0.330297235,-4.692026243,PCDHGB6
ENSG00000141971,-0.170548413,3.883391078,-1.507030823,0.134996194,0.330346873,-5.352545908,MVB12A
ENSG00000144354,0.372125736,1.101798481,1.506777576,0.135061838,0.330455545,-4.858301901,CDCA7
ENSG00000104936,-0.363316169,2.425361252,-1.506606792,0.135105589,0.330510622,-5.068057846,DMPK
ENSG00000160799,0.144543106,4.924361882,1.506320486,0.135178666,0.330637412,-5.519802853,CCDC12
ENSG00000177469,0.227824089,0.65428811,1.505857135,0.135293567,0.330866446,-4.770129098,CAVIN1
ENSG00000154134,-0.490912435,0.208636552,-1.505737356,0.135328488,0.330899844,-4.700199446,ROBO3
ENSG00000162368,-0.174160541,5.435850931,-1.50537195,0.135422254,0.330997067,-5.56503186,CMPK1
ENSG00000119688,-0.157215334,4.749741208,-1.505272941,0.135447669,0.330997067,-5.499039504,ABCD4
ENSG00000108773,-0.279837805,2.276884113,-1.505253479,0.135452666,0.330997067,-5.026638495,KAT2A
ENSG00000168970,-0.211013378,1.945728023,-1.505234534,0.135453334,0.330997067,-4.957082259,JMJD7-PLA2G4B
ENSG00000241962,-0.480936897,2.000121779,-1.505001281,0.135517423,0.331080205,-4.982540809,AC079447.1
ENSG00000111231,0.208292947,3.463513442,1.504952666,0.135529908,0.331080205,-5.274459104,GPN3
ENSG00000115594,0.437489278,7.297946931,1.504704258,0.135593721,0.331184098,-5.570438544,IL1R1
ENSG00000204764,0.124171791,5.135062903,1.504324376,0.135687308,0.331353056,-5.547303814,RANBP17
ENSG00000157954,-0.134269804,6.296779175,-1.504203861,0.135722337,0.331353056,-5.59766353,WIPI2
ENSG00000111057,-0.125691983,4.533762336,-1.504076143,0.135750984,0.331353056,-5.473753222,KRT18
ENSG00000088448,0.190413826,10.09487128,1.503864032,0.135809737,0.331353056,-5.440958306,ANKRD10
ENSG00000048540,0.42178979,0.121534983,1.503793262,0.135827943,0.331353056,-4.696258605,LMO3
ENSG00000100196,0.163146163,3.926659205,1.503755988,0.135836066,0.331353056,-5.370777799,KDELR3
ENSG00000172086,0.184221302,4.513171764,1.503715748,0.135847888,0.331353056,-5.478959245,KRCC1
ENSG00000102390,0.306967668,2.518371003,1.503648582,0.135865171,0.331353056,-5.11037019,PBDC1
ENSG00000160193,-0.258667622,2.322118298,-1.503431496,0.135921044,0.331353056,-5.037341011,WDR4
ENSG00000165943,0.172806108,2.851332306,1.503408373,0.135922801,0.331353056,-5.159554634,MOAP1
ENSG00000171863,0.277650234,7.403431307,1.503335919,0.135945649,0.331353056,-5.567989465,RPS7
ENSG00000111215,-0.533958233,1.969270868,-1.503299627,0.135954992,0.331353056,-5.021706872,PRR4
ENSG00000085563,-0.501748239,1.320385289,-1.503259726,0.135965266,0.331353056,-4.846166783,ABCB1
ENSG00000166548,0.215706177,5.449949715,1.503246843,0.135968583,0.331353056,-5.578223151,TK2
ENSG00000282804,0.708927815,1.869262128,1.503193563,0.135982303,0.331353056,-5.011806401,AL512428.1
ENSG00000178301,-0.394632161,1.620530327,-1.502757154,0.136094719,0.331575062,-4.895185142,AQP11
ENSG00000127948,0.232191798,6.618881384,1.502514894,0.136157155,0.331618354,-5.596761409,POR
ENSG00000169432,-0.240550109,3.078979536,-1.502362975,0.136196319,0.331618354,-5.184975869,SCN9A
ENSG00000181135,-0.21459552,3.387666356,-1.502302782,0.136211839,0.331618354,-5.279960755,ZNF707
ENSG00000162739,-0.271076602,4.279221827,-1.502277295,0.136218411,0.331618354,-5.418952205,SLAMF6
ENSG00000169255,0.160564153,2.403630793,1.50225858,0.136219042,0.331618354,-5.08238737,B3GALNT1
ENSG00000172175,-0.144699831,5.677245976,-1.500865717,0.136582781,0.332408576,-5.587288842,MALT1
ENSG00000215695,-0.525856261,2.56891688,-1.500851847,0.136586365,0.332408576,-5.115401638,RSC1A1
ENSG00000130021,0.151672384,4.055399102,1.500195044,0.136753798,0.33276401,-5.418441412,PUDP
ENSG00000105875,-0.177424444,4.802878903,-1.499696677,0.136885123,0.332994498,-5.513763289,WDR91
ENSG00000198931,-0.221427562,4.911062702,-1.499672746,0.136891318,0.332994498,-5.51858715,APRT
ENSG00000111834,0.345082687,-0.585526959,1.499346315,0.136971644,0.333137817,-4.610833296,RSPH4A
ENSG00000166816,-0.542154897,-0.890242227,-1.499219999,0.137008554,0.333166928,-4.596562198,LDHD
ENSG00000135976,-0.247225997,4.720250651,-1.499150977,0.137026434,0.333166928,-5.50080672,ANKRD36
ENSG00000268400,-0.969845454,0.558291662,-1.49893942,0.137081248,0.333248133,-4.797586829,AC008763.2
ENSG00000089685,0.35744301,1.904990277,1.498770555,0.137125013,0.333287199,-5.024715453,BIRC5
ENSG00000228594,-0.455521622,-0.537769914,-1.498712144,0.137140154,0.333287199,-4.604944253,FNDC10
ENSG00000185201,0.281758179,11.75951657,1.498433484,0.137212404,0.333410716,-5.359633437,IFITM2
ENSG00000110696,0.109443634,6.480579024,1.498235381,0.137259594,0.333428435,-5.60646078,C11orf58
ENSG00000138085,-0.170258645,5.178661304,-1.498174358,0.137279617,0.333428435,-5.545977304,ATRAID
ENSG00000188316,-0.562744359,-0.377277458,-1.498111722,0.137295868,0.333428435,-4.631462197,ENO4
ENSG00000130653,0.446874133,0.057162993,1.498074964,0.137305405,0.333428435,-4.662447667,PNPLA7
ENSG00000131238,0.225483184,7.733237907,1.497865536,0.137359754,0.333508368,-5.564744204,PPT1
ENSG00000071462,-0.172614201,4.328607347,-1.497421211,0.137475117,0.333736395,-5.440605383,BUD23
ENSG00000104728,-0.123121087,3.463216272,-1.49701659,0.137576045,0.333929314,-5.28184813,ARHGEF10
ENSG00000169084,-0.198650116,5.363369217,-1.496809082,0.137634172,0.334018301,-5.569775351,DHRSX
ENSG00000130592,0.195236501,8.75231635,1.495963636,0.137854088,0.334499839,-5.525347145,LSP1
ENSG00000272196,0.234628043,9.03310139,1.495807712,0.137894677,0.33454616,-5.505783655,H2AC19
ENSG00000144199,-0.494976543,1.717189378,-1.495591498,0.137950975,0.334630574,-4.94709688,FAHD2B
ENSG00000071243,0.135187882,4.822475793,1.495334578,0.13801502,0.334733747,-5.51878935,ING3
ENSG00000184110,-0.204830516,5.307262881,-1.494843134,0.138145976,0.33496592,-5.576806619,EIF3C
ENSG00000174792,0.623403571,0.954862885,1.494813125,0.1381538,0.33496592,-4.915877565,ODAPH
ENSG00000181690,0.270169405,1.993698804,1.494612483,0.13820612,0.335040572,-5.034649991,PLAG1
ENSG00000196411,-0.328096543,3.08116672,-1.49434815,0.138275072,0.335155512,-5.24237863,EPHB4
ENSG00000033122,0.461704471,3.006466731,1.494226741,0.13830675,0.335180087,-5.200033244,LRRC7
ENSG00000241973,-0.122323323,6.601724879,-1.493868826,0.138397041,0.335327022,-5.609939914,PI4KA
ENSG00000100802,-0.179616955,4.853811769,-1.493829355,0.138410479,0.335327022,-5.529844014,C14orf93
ENSG00000167703,-0.216193418,6.995185831,-1.493533384,0.138487775,0.335458069,-5.602421156,SLC43A2
ENSG00000196724,-0.34000363,2.712909255,-1.493434434,0.138513624,0.335458069,-5.106713504,ZNF418
ENSG00000176919,-0.843404442,-0.919499319,-1.493374651,0.138529243,0.335458069,-4.58398717,C8G
ENSG00000066813,0.192453242,3.942260071,1.492569196,0.138739816,0.335915712,-5.405844587,ACSM2B
ENSG00000198825,0.18158456,3.891171174,1.491747357,0.138954931,0.336384206,-5.389683943,INPP5F
ENSG00000155561,-0.201209064,3.868426471,-1.491357466,0.139057075,0.336567698,-5.368970117,NUP205
ENSG00000198198,0.082370589,7.182290933,1.491276948,0.139073986,0.336567698,-5.59998263,SZT2
ENSG00000126895,0.276897615,1.898954726,1.491164206,0.139107727,0.336597005,-4.994936954,AVPR2
ENSG00000188404,0.17824065,10.39915734,1.490254203,0.139346427,0.337122162,-5.446370455,SELL
ENSG00000112414,-0.687238128,-1.475181484,-1.489832679,0.139457104,0.337337478,-4.570042949,ADGRG6
